low,high,dur_label,vol_at_bucket,filter,train_n,train_wr,train_roi,hold_n,hold_wr,hold_roi,entry_price,robust,fade_robust
0.1,0.25,all,$10K-100K,EXP_HIGH+MID ≥50%,349,0.27507163323782235,0.10028653295128942,256,0.3046875,0.21875,0.25,true,false
0.1,0.25,all,$10K-100K,EXP_HIGH+MID ≥80%,223,0.2645739910313901,0.058295964125560484,163,0.2883435582822086,0.15337423312883436,0.25,true,false
0.1,0.25,all,$10K-100K,nw≥4 + EXP_HIGH+MID ≥50%,184,0.2608695652173913,0.04347826086956519,141,0.3404255319148936,0.36170212765957444,0.25,true,false
0.1,0.25,all,$10K-100K,FRESH+NEW+SEMI ≥50% (fade),551,0.17604355716878403,-0.2958257713248639,177,0.1751412429378531,-0.2994350282485876,0.25,false,true
0.1,0.25,all,$100K-1M,baseline,512,0.236328125,-0.0546875,317,0.19873817034700317,-0.20504731861198733,0.25,false,true
0.1,0.25,all,$100K-1M,EXP_HIGH+MID ≥50%,104,0.2980769230769231,0.1923076923076923,115,0.28695652173913044,0.14782608695652177,0.25,true,false
0.1,0.25,all,$100K-1M,EXP_HIGH+MID ≥80%,49,0.3877551020408163,0.5510204081632653,67,0.26865671641791045,0.07462686567164178,0.25,true,false
0.1,0.25,all,$100K-1M,nw≥4 + EXP_HIGH+MID ≥50%,75,0.24,-0.040000000000000036,72,0.2916666666666667,0.16666666666666674,0.25,false,false
0.1,0.25,all,$100K-1M,FRESH+NEW+SEMI ≥50% (fade),213,0.2300469483568075,-0.07981220657277,84,0.14285714285714285,-0.4285714285714286,0.25,false,true
0.1,0.25,all,>$1M,baseline,66,0.10606060606060606,-0.5757575757575757,112,0.24107142857142858,-0.0357142857142857,0.25,false,true
0.1,0.25,all,>$1M,EXP_HIGH+MID ≥50%,9,0.2222222222222222,-0.11111111111111116,42,0.30952380952380953,0.23809523809523814,0.25,false,false
0.1,0.25,all,>$1M,EXP_HIGH+MID ≥80%,6,0.16666666666666666,-0.33333333333333337,19,0.3157894736842105,0.26315789473684204,0.25,false,false
0.1,0.25,all,>$1M,nw≥4 + EXP_HIGH+MID ≥50%,5,0.2,-0.19999999999999996,29,0.3793103448275862,0.5172413793103448,0.25,false,false
0.1,0.25,all,>$1M,FRESH+NEW+SEMI ≥50% (fade),24,0.125,-0.5,24,0.16666666666666666,-0.33333333333333337,0.25,false,true
0.1,0.3,≤1h,all,baseline,1368,0.27631578947368424,-0.07894736842105254,751,0.24234354194407456,-0.19218819351975147,0.3,false,true
0.1,0.3,≤1h,all,EXP_HIGH+MID ≥50%,283,0.38515901060070673,0.2838633686690224,271,0.31365313653136534,0.045510455104551095,0.3,true,false
0.1,0.3,≤1h,all,EXP_HIGH+MID ≥80%,195,0.41025641025641024,0.36752136752136755,195,0.3230769230769231,0.0769230769230771,0.3,true,false
0.1,0.3,≤1h,all,nw≥4 + EXP_HIGH+MID ≥50%,121,0.32231404958677684,0.07438016528925617,116,0.31896551724137934,0.06321839080459779,0.3,true,false
0.1,0.3,≤1h,all,FRESH+NEW+SEMI ≥50% (fade),613,0.23491027732463296,-0.21696574225122345,242,0.19834710743801653,-0.33884297520661155,0.3,false,true
0.1,0.3,≤1h,<$1K,baseline,229,0.35807860262008734,0.19359534206695783,86,0.3488372093023256,0.16279069767441867,0.3,true,false
0.1,0.3,≤1h,<$1K,EXP_HIGH+MID ≥50%,25,0.6,1.0,21,0.42857142857142855,0.4285714285714286,0.3,true,false
0.1,0.3,≤1h,<$1K,EXP_HIGH+MID ≥80%,22,0.5909090909090909,0.96969696969697,19,0.47368421052631576,0.5789473684210527,0.3,true,false
0.1,0.3,≤1h,<$1K,FRESH+NEW+SEMI ≥50% (fade),132,0.30303030303030304,0.010101010101010166,39,0.28205128205128205,-0.05982905982905984,0.3,false,false
0.1,0.3,≤1h,$1K-10K,baseline,154,0.2532467532467532,-0.1558441558441559,66,0.22727272727272727,-0.24242424242424243,0.3,false,true
0.1,0.3,≤1h,$1K-10K,EXP_HIGH+MID ≥50%,36,0.3333333333333333,0.11111111111111116,25,0.32,0.06666666666666665,0.3,true,false
0.1,0.3,≤1h,$1K-10K,EXP_HIGH+MID ≥80%,25,0.32,0.06666666666666665,16,0.3125,0.04166666666666674,0.3,true,false
0.1,0.3,≤1h,$1K-10K,nw≥4 + EXP_HIGH+MID ≥50%,10,0.4,0.3333333333333335,7,0.5714285714285714,0.9047619047619047,0.3,true,false
0.1,0.3,≤1h,$1K-10K,FRESH+NEW+SEMI ≥50% (fade),67,0.19402985074626866,-0.3532338308457711,20,0.1,-0.6666666666666666,0.3,false,true
0.1,0.3,≤1h,$10K-100K,baseline,704,0.26136363636363635,-0.12878787878787878,364,0.23626373626373626,-0.21245421245421248,0.3,false,true
0.1,0.3,≤1h,$10K-100K,EXP_HIGH+MID ≥50%,169,0.3609467455621302,0.20315581854043407,137,0.291970802919708,-0.02676399026763998,0.3,false,false
0.1,0.3,≤1h,$10K-100K,EXP_HIGH+MID ≥80%,122,0.36885245901639346,0.2295081967213115,99,0.30303030303030304,0.010101010101010166,0.3,true,false
0.1,0.3,≤1h,$10K-100K,nw≥4 + EXP_HIGH+MID ≥50%,74,0.33783783783783783,0.12612612612612617,58,0.27586206896551724,-0.08045977011494254,0.3,false,false
0.1,0.3,≤1h,$10K-100K,FRESH+NEW+SEMI ≥50% (fade),287,0.20557491289198607,-0.3147502903600464,115,0.20869565217391303,-0.30434782608695654,0.3,false,true
0.1,0.3,≤1h,$100K-1M,baseline,247,0.27530364372469635,-0.08232118758434548,169,0.20710059171597633,-0.3096646942800788,0.3,false,true
0.1,0.3,≤1h,$100K-1M,EXP_HIGH+MID ≥50%,47,0.425531914893617,0.4184397163120568,62,0.3064516129032258,0.021505376344086002,0.3,true,false
0.1,0.3,≤1h,$100K-1M,EXP_HIGH+MID ≥80%,23,0.5652173913043478,0.8840579710144927,46,0.30434782608695654,0.01449275362318847,0.3,true,false
0.1,0.3,≤1h,$100K-1M,nw≥4 + EXP_HIGH+MID ≥50%,33,0.30303030303030304,0.010101010101010166,33,0.2727272727272727,-0.09090909090909094,0.3,false,false
0.1,0.3,≤1h,$100K-1M,FRESH+NEW+SEMI ≥50% (fade),113,0.26548672566371684,-0.11504424778761047,51,0.1568627450980392,-0.4771241830065359,0.3,false,true
0.1,0.3,≤1h,>$1M,baseline,34,0.14705882352941177,-0.5098039215686274,66,0.24242424242424243,-0.19191919191919182,0.3,false,true
0.1,0.3,≤1h,>$1M,EXP_HIGH+MID ≥50%,6,0.16666666666666666,-0.4444444444444444,26,0.34615384615384615,0.15384615384615397,0.3,false,false
0.1,0.3,≤1h,>$1M,FRESH+NEW+SEMI ≥50% (fade),14,0.14285714285714285,-0.5238095238095238,17,0.17647058823529413,-0.4117647058823529,0.3,false,true
0.1,0.3,≤6h,all,baseline,1763,0.2773681225184345,-0.07543959160521829,965,0.25699481865284973,-0.14335060449050085,0.3,false,true
0.1,0.3,≤6h,all,EXP_HIGH+MID ≥50%,378,0.36243386243386244,0.20811287477954155,350,0.3171428571428571,0.05714285714285716,0.3,true,false
0.1,0.3,≤6h,all,EXP_HIGH+MID ≥80%,241,0.4066390041493776,0.35546334716459205,224,0.3080357142857143,0.026785714285714413,0.3,true,false
0.1,0.3,≤6h,all,nw≥4 + EXP_HIGH+MID ≥50%,190,0.30526315789473685,0.01754385964912286,179,0.33519553072625696,0.11731843575418988,0.3,true,false
0.1,0.3,≤6h,all,FRESH+NEW+SEMI ≥50% (fade),762,0.2388451443569554,-0.20384951881014868,291,0.1958762886597938,-0.3470790378006873,0.3,false,true
0.1,0.3,≤6h,<$1K,baseline,311,0.35691318327974275,0.189710610932476,107,0.32710280373831774,0.09034267912772576,0.3,true,false
0.1,0.3,≤6h,<$1K,EXP_HIGH+MID ≥50%,40,0.525,0.7500000000000002,27,0.3333333333333333,0.11111111111111116,0.3,true,false
0.1,0.3,≤6h,<$1K,EXP_HIGH+MID ≥80%,36,0.5277777777777778,0.7592592592592593,24,0.375,0.25,0.3,true,false
0.1,0.3,≤6h,<$1K,FRESH+NEW+SEMI ≥50% (fade),176,0.29545454545454547,-0.015151515151515027,46,0.2826086956521739,-0.05797101449275366,0.3,false,true
0.1,0.3,≤6h,$1K-10K,baseline,210,0.2571428571428571,-0.1428571428571429,99,0.23232323232323232,-0.22558922558922556,0.3,false,true
0.1,0.3,≤6h,$1K-10K,EXP_HIGH+MID ≥50%,48,0.3541666666666667,0.18055555555555558,34,0.38235294117647056,0.27450980392156854,0.3,true,false
0.1,0.3,≤6h,$1K-10K,EXP_HIGH+MID ≥80%,32,0.3125,0.04166666666666674,20,0.35,0.16666666666666674,0.3,true,false
0.1,0.3,≤6h,$1K-10K,nw≥4 + EXP_HIGH+MID ≥50%,18,0.4444444444444444,0.4814814814814814,12,0.6666666666666666,1.2222222222222223,0.3,true,false
0.1,0.3,≤6h,$1K-10K,FRESH+NEW+SEMI ≥50% (fade),85,0.18823529411764706,-0.37254901960784315,31,0.0967741935483871,-0.6774193548387097,0.3,false,true
0.1,0.3,≤6h,$10K-100K,baseline,887,0.2570462232243517,-0.14317925591882752,465,0.25591397849462366,-0.1469534050179211,0.3,false,true
0.1,0.3,≤6h,$10K-100K,EXP_HIGH+MID ≥50%,219,0.3378995433789954,0.12633181126331805,176,0.29545454545454547,-0.015151515151515027,0.3,false,false
0.1,0.3,≤6h,$10K-100K,EXP_HIGH+MID ≥80%,142,0.3732394366197183,0.244131455399061,113,0.2920353982300885,-0.02654867256637161,0.3,false,false
0.1,0.3,≤6h,$10K-100K,nw≥4 + EXP_HIGH+MID ≥50%,116,0.3103448275862069,0.034482758620689724,92,0.29347826086956524,-0.021739130434782483,0.3,false,false
0.1,0.3,≤6h,$10K-100K,FRESH+NEW+SEMI ≥50% (fade),347,0.21613832853025935,-0.27953890489913547,134,0.208955223880597,-0.30348258706467657,0.3,false,true
0.1,0.3,≤6h,$100K-1M,baseline,310,0.2838709677419355,-0.053763440860215006,220,0.22727272727272727,-0.24242424242424243,0.3,false,true
0.1,0.3,≤6h,$100K-1M,EXP_HIGH+MID ≥50%,62,0.3709677419354839,0.23655913978494625,85,0.3058823529411765,0.019607843137255054,0.3,true,false
0.1,0.3,≤6h,$100K-1M,EXP_HIGH+MID ≥80%,27,0.5555555555555556,0.8518518518518521,52,0.28846153846153844,-0.03846153846153855,0.3,false,false
0.1,0.3,≤6h,$100K-1M,nw≥4 + EXP_HIGH+MID ≥50%,47,0.2765957446808511,-0.07801418439716301,54,0.2777777777777778,-0.07407407407407396,0.3,false,true
0.1,0.3,≤6h,$100K-1M,FRESH+NEW+SEMI ≥50% (fade),137,0.26277372262773724,-0.12408759124087587,61,0.14754098360655737,-0.5081967213114754,0.3,false,true
0.1,0.3,≤6h,>$1M,baseline,45,0.17777777777777778,-0.40740740740740733,74,0.28378378378378377,-0.05405405405405406,0.3,false,true
0.1,0.3,≤6h,>$1M,EXP_HIGH+MID ≥50%,9,0.2222222222222222,-0.2592592592592593,28,0.39285714285714285,0.30952380952380953,0.3,false,false
0.1,0.3,≤6h,>$1M,nw≥4 + EXP_HIGH+MID ≥50%,6,0.16666666666666666,-0.4444444444444444,20,0.5,0.6666666666666667,0.3,false,false
0.1,0.3,≤6h,>$1M,FRESH+NEW+SEMI ≥50% (fade),17,0.17647058823529413,-0.4117647058823529,19,0.21052631578947367,-0.29824561403508776,0.3,false,true
0.1,0.3,≤24h,all,baseline,1981,0.276123170116103,-0.07958943294632337,1091,0.2612282309807516,-0.12923923006416127,0.3,false,true
0.1,0.3,≤24h,all,EXP_HIGH+MID ≥50%,432,0.35648148148148145,0.18827160493827155,399,0.3283208020050125,0.09440267335004182,0.3,true,false
0.1,0.3,≤24h,all,EXP_HIGH+MID ≥80%,263,0.4068441064638783,0.356147021546261,249,0.3132530120481928,0.04417670682730934,0.3,true,false
0.1,0.3,≤24h,all,nw≥4 + EXP_HIGH+MID ≥50%,236,0.3008474576271186,0.0028248587570620654,218,0.3486238532110092,0.16207951070336413,0.3,true,false
0.1,0.3,≤24h,all,FRESH+NEW+SEMI ≥50% (fade),845,0.23550295857988165,-0.21499013806706113,311,0.2057877813504823,-0.3140407288317256,0.3,false,true
0.1,0.3,≤24h,<$1K,baseline,339,0.36578171091445427,0.21927236971484754,128,0.3359375,0.11979166666666674,0.3,true,false
0.1,0.3,≤24h,<$1K,EXP_HIGH+MID ≥50%,45,0.5333333333333333,0.7777777777777779,38,0.3684210526315789,0.22807017543859653,0.3,true,false
0.1,0.3,≤24h,<$1K,EXP_HIGH+MID ≥80%,40,0.55,0.8333333333333335,33,0.3939393939393939,0.31313131313131315,0.3,true,false
0.1,0.3,≤24h,<$1K,nw≥4 + EXP_HIGH+MID ≥50%,5,0.2,-0.33333333333333326,3,0.3333333333333333,0.11111111111111116,0.3,false,false
0.1,0.3,≤24h,<$1K,FRESH+NEW+SEMI ≥50% (fade),192,0.3072916666666667,0.02430555555555558,52,0.3076923076923077,0.025641025641025772,0.3,true,false
0.1,0.3,≤24h,$1K-10K,baseline,256,0.2578125,-0.140625,123,0.21951219512195122,-0.2682926829268293,0.3,false,true
0.1,0.3,≤24h,$1K-10K,EXP_HIGH+MID ≥50%,61,0.3442622950819672,0.14754098360655732,42,0.35714285714285715,0.19047619047619047,0.3,true,false
0.1,0.3,≤24h,$1K-10K,EXP_HIGH+MID ≥80%,38,0.3157894736842105,0.05263157894736836,24,0.375,0.25,0.3,true,false
0.1,0.3,≤24h,$1K-10K,nw≥4 + EXP_HIGH+MID ≥50%,27,0.4074074074074074,0.3580246913580247,20,0.5,0.6666666666666667,0.3,true,false
0.1,0.3,≤24h,$1K-10K,FRESH+NEW+SEMI ≥50% (fade),102,0.17647058823529413,-0.4117647058823529,35,0.14285714285714285,-0.5238095238095238,0.3,false,true
0.1,0.3,≤24h,$10K-100K,baseline,984,0.25609756097560976,-0.14634146341463405,518,0.2625482625482625,-0.12483912483912485,0.3,false,true
0.1,0.3,≤24h,$10K-100K,EXP_HIGH+MID ≥50%,244,0.3360655737704918,0.12021857923497259,197,0.30456852791878175,0.015228426395939243,0.3,true,false
0.1,0.3,≤24h,$10K-100K,EXP_HIGH+MID ≥80%,153,0.37254901960784315,0.24183006535947715,125,0.288,-0.040000000000000036,0.3,false,false
0.1,0.3,≤24h,$10K-100K,nw≥4 + EXP_HIGH+MID ≥50%,140,0.30714285714285716,0.023809523809523947,112,0.3125,0.04166666666666674,0.3,true,false
0.1,0.3,≤24h,$10K-100K,FRESH+NEW+SEMI ≥50% (fade),380,0.21052631578947367,-0.29824561403508776,141,0.2127659574468085,-0.2907801418439716,0.3,false,true
0.1,0.3,≤24h,$100K-1M,baseline,353,0.2747875354107649,-0.08404154863078361,239,0.23430962343096234,-0.21896792189679215,0.3,false,true
0.1,0.3,≤24h,$100K-1M,EXP_HIGH+MID ≥50%,73,0.3424657534246575,0.14155251141552516,92,0.32608695652173914,0.0869565217391306,0.3,true,false
0.1,0.3,≤24h,$100K-1M,EXP_HIGH+MID ≥80%,28,0.5357142857142857,0.7857142857142858,52,0.28846153846153844,-0.03846153846153855,0.3,false,false
0.1,0.3,≤24h,$100K-1M,nw≥4 + EXP_HIGH+MID ≥50%,58,0.25862068965517243,-0.13793103448275856,61,0.3114754098360656,0.03825136612021862,0.3,false,false
0.1,0.3,≤24h,$100K-1M,FRESH+NEW+SEMI ≥50% (fade),152,0.2565789473684211,-0.14473684210526305,63,0.14285714285714285,-0.5238095238095238,0.3,false,true
0.1,0.3,≤24h,>$1M,baseline,49,0.16326530612244897,-0.45578231292517013,83,0.27710843373493976,-0.07630522088353409,0.3,false,true
0.1,0.3,≤24h,>$1M,EXP_HIGH+MID ≥50%,9,0.2222222222222222,-0.2592592592592593,30,0.4,0.3333333333333335,0.3,false,false
0.1,0.3,≤24h,>$1M,nw≥4 + EXP_HIGH+MID ≥50%,6,0.16666666666666666,-0.4444444444444444,22,0.5,0.6666666666666667,0.3,false,false
0.1,0.3,≤24h,>$1M,FRESH+NEW+SEMI ≥50% (fade),19,0.15789473684210525,-0.4736842105263158,20,0.2,-0.33333333333333326,0.3,false,true
0.1,0.3,all,all,baseline,2234,0.270367054610564,-0.09877648463145339,1172,0.26535836177474403,-0.11547212741751989,0.3,false,true
0.1,0.3,all,all,EXP_HIGH+MID ≥50%,485,0.34845360824742266,0.16151202749140903,422,0.33649289099526064,0.1216429699842021,0.3,true,false
0.1,0.3,all,all,EXP_HIGH+MID ≥80%,278,0.3920863309352518,0.3069544364508394,257,0.32684824902723736,0.08949416342412464,0.3,true,false
0.1,0.3,all,all,nw≥4 + EXP_HIGH+MID ≥50%,286,0.3006993006993007,0.002331002331002363,239,0.35564853556485354,0.18549511854951195,0.3,true,false
0.1,0.3,all,all,FRESH+NEW+SEMI ≥50% (fade),928,0.23168103448275862,-0.22772988505747127,322,0.2111801242236025,-0.2960662525879917,0.3,false,true
0.1,0.3,all,<$1K,baseline,361,0.3628808864265928,0.20960295475530932,139,0.3381294964028777,0.12709832134292576,0.3,true,false
0.1,0.3,all,<$1K,EXP_HIGH+MID ≥50%,50,0.52,0.7333333333333334,40,0.4,0.3333333333333335,0.3,true,false
0.1,0.3,all,<$1K,EXP_HIGH+MID ≥80%,41,0.5365853658536586,0.788617886178862,35,0.42857142857142855,0.4285714285714286,0.3,true,false
0.1,0.3,all,<$1K,nw≥4 + EXP_HIGH+MID ≥50%,9,0.3333333333333333,0.11111111111111116,3,0.3333333333333333,0.11111111111111116,0.3,true,false
0.1,0.3,all,<$1K,FRESH+NEW+SEMI ≥50% (fade),202,0.3069306930693069,0.02310231023102305,59,0.3050847457627119,0.016949152542373058,0.3,true,false
0.1,0.3,all,$1K-10K,baseline,308,0.25,-0.16666666666666663,135,0.22962962962962963,-0.23456790123456783,0.3,false,true
0.1,0.3,all,$1K-10K,EXP_HIGH+MID ≥50%,74,0.3108108108108108,0.03603603603603611,46,0.34782608695652173,0.1594202898550725,0.3,true,false
0.1,0.3,all,$1K-10K,EXP_HIGH+MID ≥80%,45,0.26666666666666666,-0.11111111111111105,26,0.38461538461538464,0.28205128205128216,0.3,false,false
0.1,0.3,all,$1K-10K,nw≥4 + EXP_HIGH+MID ≥50%,38,0.34210526315789475,0.14035087719298245,24,0.4583333333333333,0.5277777777777777,0.3,true,false
0.1,0.3,all,$1K-10K,FRESH+NEW+SEMI ≥50% (fade),113,0.17699115044247787,-0.41002949852507375,36,0.1388888888888889,-0.537037037037037,0.3,false,true
0.1,0.3,all,$10K-100K,baseline,1099,0.25204731574158323,-0.15984228086138919,555,0.26666666666666666,-0.11111111111111105,0.3,false,true
0.1,0.3,all,$10K-100K,EXP_HIGH+MID ≥50%,268,0.3358208955223881,0.11940298507462699,211,0.3222748815165877,0.07424960505529232,0.3,true,false
0.1,0.3,all,$10K-100K,EXP_HIGH+MID ≥80%,158,0.3670886075949367,0.22362869198312252,129,0.3023255813953488,0.007751937984496138,0.3,true,false
0.1,0.3,all,$10K-100K,nw≥4 + EXP_HIGH+MID ≥50%,164,0.31097560975609756,0.03658536585365857,126,0.3412698412698413,0.13756613756613767,0.3,true,false
0.1,0.3,all,$10K-100K,FRESH+NEW+SEMI ≥50% (fade),423,0.20567375886524822,-0.3144208037825059,143,0.21678321678321677,-0.27738927738927743,0.3,false,true
0.1,0.3,all,$100K-1M,baseline,411,0.27007299270072993,-0.0997566909975669,253,0.23715415019762845,-0.20948616600790515,0.3,false,true
0.1,0.3,all,$100K-1M,EXP_HIGH+MID ≥50%,84,0.3333333333333333,0.11111111111111116,92,0.32608695652173914,0.0869565217391306,0.3,true,false
0.1,0.3,all,$100K-1M,EXP_HIGH+MID ≥80%,30,0.5333333333333333,0.7777777777777779,52,0.28846153846153844,-0.03846153846153855,0.3,false,false
0.1,0.3,all,$100K-1M,nw≥4 + EXP_HIGH+MID ≥50%,69,0.2608695652173913,-0.13043478260869568,61,0.3114754098360656,0.03825136612021862,0.3,false,false
0.1,0.3,all,$100K-1M,FRESH+NEW+SEMI ≥50% (fade),169,0.25443786982248523,-0.15187376725838253,64,0.15625,-0.47916666666666663,0.3,false,true
0.1,0.3,all,>$1M,baseline,55,0.14545454545454545,-0.5151515151515151,90,0.2777777777777778,-0.07407407407407396,0.3,false,true
0.1,0.3,all,>$1M,EXP_HIGH+MID ≥50%,9,0.2222222222222222,-0.2592592592592593,33,0.36363636363636365,0.21212121212121215,0.3,false,false
0.1,0.3,all,>$1M,nw≥4 + EXP_HIGH+MID ≥50%,6,0.16666666666666666,-0.4444444444444444,25,0.44,0.4666666666666668,0.3,false,false
0.1,0.3,all,>$1M,FRESH+NEW+SEMI ≥50% (fade),21,0.14285714285714285,-0.5238095238095238,20,0.2,-0.33333333333333326,0.3,false,true
0.1,0.35,≤1h,all,baseline,1086,0.30755064456721914,-0.12128387266508811,587,0.2555366269165247,-0.26989535166707235,0.35,false,true
0.1,0.35,≤1h,all,EXP_HIGH+MID ≥50%,220,0.42727272727272725,0.22077922077922074,214,0.32710280373831774,-0.06542056074766356,0.35,false,false
0.1,0.35,≤1h,all,EXP_HIGH+MID ≥80%,147,0.46258503401360546,0.3216715257531586,150,0.34,-0.02857142857142847,0.35,false,false
0.1,0.35,≤1h,all,nw≥4 + EXP_HIGH+MID ≥50%,104,0.375,0.0714285714285714,103,0.33980582524271846,-0.029126213592232886,0.35,false,false
0.1,0.35,≤1h,all,FRESH+NEW+SEMI ≥50% (fade),484,0.256198347107438,-0.26800472255017715,201,0.21890547263681592,-0.37455579246624016,0.35,false,true
0.1,0.35,≤1h,<$1K,baseline,205,0.3804878048780488,0.0871080139372824,76,0.32894736842105265,-0.06015037593984951,0.35,false,false
0.1,0.35,≤1h,<$1K,EXP_HIGH+MID ≥50%,20,0.55,0.5714285714285716,16,0.4375,0.25,0.35,true,false
0.1,0.35,≤1h,<$1K,EXP_HIGH+MID ≥80%,19,0.5789473684210527,0.6541353383458648,13,0.5384615384615384,0.5384615384615385,0.35,true,false
0.1,0.35,≤1h,<$1K,FRESH+NEW+SEMI ≥50% (fade),116,0.33620689655172414,-0.039408866995073843,36,0.25,-0.2857142857142857,0.35,false,true
0.1,0.35,≤1h,$1K-10K,baseline,110,0.23636363636363636,-0.3246753246753247,51,0.21568627450980393,-0.3837535014005602,0.35,false,true
0.1,0.35,≤1h,$1K-10K,EXP_HIGH+MID ≥50%,23,0.391304347826087,0.11801242236024856,17,0.35294117647058826,0.008403361344538007,0.35,true,false
0.1,0.35,≤1h,$1K-10K,EXP_HIGH+MID ≥80%,19,0.42105263157894735,0.20300751879699241,12,0.3333333333333333,-0.04761904761904756,0.35,false,false
0.1,0.35,≤1h,$1K-10K,nw≥4 + EXP_HIGH+MID ≥50%,8,0.5,0.4285714285714286,7,0.42857142857142855,0.22448979591836737,0.35,true,false
0.1,0.35,≤1h,$1K-10K,FRESH+NEW+SEMI ≥50% (fade),49,0.16326530612244897,-0.5335276967930029,20,0.15,-0.5714285714285714,0.35,false,true
0.1,0.35,≤1h,$10K-100K,baseline,564,0.2978723404255319,-0.14893617021276595,278,0.2589928057553957,-0.26002055498458376,0.35,false,true
0.1,0.35,≤1h,$10K-100K,EXP_HIGH+MID ≥50%,136,0.4117647058823529,0.17647058823529416,110,0.3090909090909091,-0.11688311688311681,0.35,false,false
0.1,0.35,≤1h,$10K-100K,EXP_HIGH+MID ≥80%,89,0.4157303370786517,0.187800963081862,79,0.31645569620253167,-0.09584086799276659,0.35,false,false
0.1,0.35,≤1h,$10K-100K,nw≥4 + EXP_HIGH+MID ≥50%,69,0.391304347826087,0.11801242236024856,54,0.3148148148148148,-0.10052910052910047,0.35,false,false
0.1,0.35,≤1h,$10K-100K,FRESH+NEW+SEMI ≥50% (fade),225,0.23555555555555555,-0.32698412698412693,89,0.23595505617977527,-0.3258426966292135,0.35,false,true
0.1,0.35,≤1h,$100K-1M,baseline,183,0.3114754098360656,-0.11007025761124112,133,0.22556390977443608,-0.355531686358754,0.35,false,true
0.1,0.35,≤1h,$100K-1M,EXP_HIGH+MID ≥50%,37,0.4594594594594595,0.312741312741313,49,0.32653061224489793,-0.06705539358600587,0.35,false,false
0.1,0.35,≤1h,$100K-1M,EXP_HIGH+MID ≥80%,17,0.6470588235294118,0.8487394957983196,35,0.34285714285714286,-0.020408163265306034,0.35,false,false
0.1,0.35,≤1h,$100K-1M,nw≥4 + EXP_HIGH+MID ≥50%,25,0.32,-0.08571428571428563,28,0.32142857142857145,-0.08163265306122436,0.35,false,true
0.1,0.35,≤1h,$100K-1M,FRESH+NEW+SEMI ≥50% (fade),82,0.2682926829268293,-0.23344947735191623,41,0.1951219512195122,-0.44250871080139365,0.35,false,true
0.1,0.35,≤1h,>$1M,baseline,24,0.20833333333333334,-0.40476190476190466,49,0.24489795918367346,-0.3002915451895043,0.35,false,true
0.1,0.35,≤1h,>$1M,FRESH+NEW+SEMI ≥50% (fade),12,0.16666666666666666,-0.5238095238095237,15,0.2,-0.4285714285714285,0.35,false,true
0.1,0.35,≤6h,all,baseline,1435,0.31498257839721255,-0.10004977600796405,771,0.27367055771725035,-0.2180841208078561,0.35,false,true
0.1,0.35,≤6h,all,EXP_HIGH+MID ≥50%,313,0.41214057507987223,0.17754450022820634,280,0.32857142857142857,-0.061224489795918324,0.35,false,false
0.1,0.35,≤6h,all,EXP_HIGH+MID ≥80%,190,0.45789473684210524,0.30827067669172936,177,0.327683615819209,-0.06376109765940274,0.35,false,false
0.1,0.35,≤6h,all,nw≥4 + EXP_HIGH+MID ≥50%,175,0.3657142857142857,0.044897959183673564,153,0.3464052287581699,-0.010270774976657293,0.35,false,false
0.1,0.35,≤6h,all,FRESH+NEW+SEMI ≥50% (fade),601,0.26788685524126454,-0.23460898502495842,242,0.22727272727272727,-0.35064935064935066,0.35,false,true
0.1,0.35,≤6h,<$1K,baseline,272,0.3897058823529412,0.11344537815126055,96,0.3333333333333333,-0.04761904761904756,0.35,false,false
0.1,0.35,≤6h,<$1K,EXP_HIGH+MID ≥50%,35,0.4857142857142857,0.3877551020408163,21,0.38095238095238093,0.08843537414965996,0.35,true,false
0.1,0.35,≤6h,<$1K,EXP_HIGH+MID ≥80%,32,0.53125,0.517857142857143,18,0.4444444444444444,0.26984126984126977,0.35,true,false
0.1,0.35,≤6h,<$1K,FRESH+NEW+SEMI ≥50% (fade),146,0.3424657534246575,-0.021526418786692703,44,0.2727272727272727,-0.22077922077922074,0.35,false,true
0.1,0.35,≤6h,$1K-10K,baseline,167,0.2994011976047904,-0.14456800684345594,74,0.24324324324324326,-0.30501930501930496,0.35,false,true
0.1,0.35,≤6h,$1K-10K,EXP_HIGH+MID ≥50%,39,0.48717948717948717,0.3919413919413921,25,0.4,0.14285714285714302,0.35,true,false
0.1,0.35,≤6h,$1K-10K,EXP_HIGH+MID ≥80%,27,0.4444444444444444,0.26984126984126977,16,0.375,0.0714285714285714,0.35,true,false
0.1,0.35,≤6h,$1K-10K,nw≥4 + EXP_HIGH+MID ≥50%,19,0.631578947368421,0.8045112781954888,11,0.5454545454545454,0.5584415584415585,0.35,true,false
0.1,0.35,≤6h,$1K-10K,FRESH+NEW+SEMI ≥50% (fade),64,0.171875,-0.5089285714285714,26,0.15384615384615385,-0.5604395604395604,0.35,false,true
0.1,0.35,≤6h,$10K-100K,baseline,728,0.2925824175824176,-0.16405023547880682,372,0.27419354838709675,-0.21658986175115214,0.35,false,true
0.1,0.35,≤6h,$10K-100K,EXP_HIGH+MID ≥50%,180,0.39444444444444443,0.12698412698412698,144,0.2986111111111111,-0.14682539682539675,0.35,false,false
0.1,0.35,≤6h,$10K-100K,EXP_HIGH+MID ≥80%,107,0.4205607476635514,0.2016021361815754,91,0.3076923076923077,-0.12087912087912078,0.35,false,false
