low,high,dur_label,filter,train_n,train_wr,train_roi,hold_n,hold_wr,hold_roi,entry_price,robust,fade_robust
0.05,0.2,≤24h,nw≥4 + EXP_HIGH+MID ≥50%,149,0.21476510067114093,0.0738255033557047,144,0.2361111111111111,0.18055555555555536,0.2,true,false
0.05,0.2,≤24h,FRESH+NEW+SEMI ≥50% (fade),576,0.16493055555555555,-0.17534722222222232,214,0.14953271028037382,-0.252336448598131,0.2,false,true
0.05,0.2,all,baseline,1522,0.18988173455978974,-0.050591327201051306,735,0.18503401360544217,-0.0748299319727892,0.2,false,true
0.05,0.2,all,EXP_HIGH+MID ≥50%,326,0.22699386503067484,0.13496932515337412,245,0.24897959183673468,0.2448979591836733,0.2,true,false
0.05,0.2,all,EXP_HIGH+MID ≥80%,179,0.2849162011173184,0.42458100558659195,133,0.2706766917293233,0.35338345864661647,0.2,true,false
0.05,0.2,all,nw≥4 + EXP_HIGH+MID ≥50%,181,0.18232044198895028,-0.08839779005524862,169,0.24260355029585798,0.21301775147928992,0.2,false,false
0.05,0.2,all,FRESH+NEW+SEMI ≥50% (fade),645,0.16124031007751938,-0.1937984496124031,226,0.15486725663716813,-0.22566371681415942,0.2,false,true
0.05,0.25,≤1h,baseline,700,0.25285714285714284,0.011428571428571344,342,0.2134502923976608,-0.14619883040935677,0.25,false,false
0.05,0.25,≤1h,EXP_HIGH+MID ≥50%,131,0.366412213740458,0.46564885496183206,107,0.3177570093457944,0.2710280373831775,0.25,true,false
0.05,0.25,≤1h,EXP_HIGH+MID ≥80%,83,0.39759036144578314,0.5903614457831325,65,0.36923076923076925,0.476923076923077,0.25,true,false
0.05,0.25,≤1h,nw≥4 + EXP_HIGH+MID ≥50%,55,0.34545454545454546,0.38181818181818183,64,0.34375,0.375,0.25,true,false
0.05,0.25,≤1h,FRESH+NEW+SEMI ≥50% (fade),317,0.2113564668769716,-0.1545741324921136,125,0.16,-0.36,0.25,false,true
0.05,0.25,≤6h,baseline,916,0.24126637554585154,-0.03493449781659386,471,0.21231422505307856,-0.15074309978768574,0.25,false,true
0.05,0.25,≤6h,EXP_HIGH+MID ≥50%,187,0.32620320855614976,0.30481283422459904,157,0.2929936305732484,0.1719745222929936,0.25,true,false
0.05,0.25,≤6h,EXP_HIGH+MID ≥80%,115,0.3565217391304348,0.4260869565217391,88,0.3522727272727273,0.40909090909090917,0.25,true,false
0.05,0.25,≤6h,nw≥4 + EXP_HIGH+MID ≥50%,91,0.2857142857142857,0.1428571428571428,98,0.29591836734693877,0.18367346938775508,0.25,true,false
0.05,0.25,≤6h,FRESH+NEW+SEMI ≥50% (fade),393,0.2035623409669211,-0.18575063613231557,161,0.16770186335403728,-0.3291925465838509,0.25,false,true
0.05,0.25,≤24h,baseline,1046,0.23518164435946462,-0.05927342256214152,542,0.21033210332103322,-0.15867158671586712,0.25,false,true
0.05,0.25,≤24h,EXP_HIGH+MID ≥50%,223,0.3183856502242152,0.2735426008968609,181,0.292817679558011,0.1712707182320441,0.25,true,false
0.05,0.25,≤24h,EXP_HIGH+MID ≥80%,126,0.35714285714285715,0.4285714285714286,96,0.3333333333333333,0.33333333333333326,0.25,true,false
0.05,0.25,≤24h,nw≥4 + EXP_HIGH+MID ≥50%,122,0.2786885245901639,0.11475409836065564,120,0.3,0.19999999999999996,0.25,true,false
